,Year,region,mode,technology,value
460,2100,Brazil,International Aviation,Hydrogen,0.00208917
461,2100,Brazil,International Aviation,Liquids,0.281755
462,2100,China,Domestic Aviation,BEV,0.608992
463,2100,China,Domestic Aviation,Hydrogen,0.532449
464,2100,China,Domestic Aviation,Liquids,2.34601
465,2100,China,International Aviation,BEV,0.000822899
466,2100,China,International Aviation,Hydrogen,0.00885682
467,2100,China,International Aviation,Liquids,1.04762
468,2100,India,Domestic Aviation,BEV,0.715373
469,2100,India,Domestic Aviation,Hydrogen,0.709169
470,2100,India,Domestic Aviation,Liquids,3.05346
471,2100,India,International Aviation,BEV,0.000929589
472,2100,India,International Aviation,Hydrogen,0.0112168
473,2100,India,International Aviation,Liquids,1.33976
474,2100,South Asia,Domestic Aviation,BEV,0.0367644
475,2100,South Asia,Domestic Aviation,Hydrogen,0.0322517
476,2100,South Asia,Domestic Aviation,Liquids,0.2000226
477,2100,South Asia,International Aviation,BEV,0.0007156910000000001
478,2100,South Asia,International Aviation,Hydrogen,0.00787111
479,2100,South Asia,International Aviation,Liquids,1.35067
